"rown","subject_id","Session","Run","Max.PSC","TrialID","TrialNr","Target","Control","BaselineMean","ImageryMean","FB","InitRating","FinalRating","RtSelfRating","ControlRating","InitialConf","FinalConf","RtConfidence","ControlConf","VolumeStart"
"1",2,1,1,2.52,0,0,1,0,439,443,4,9,6,2320,4,8,0,2169,8,0
"2",2,1,1,2.52,1,1,1,0,439,447,7,9,5,1318,11,8,2,1671,2,49
"3",2,1,1,2.52,2,2,2,0,437,447,9,8,9,869,10,7,0,1670,2,99
"4",2,1,1,2.52,3,3,1,0,432,444,11,5,6,584,3,6,2,1569,6,150
"5",2,1,1,2.52,4,4,2,0,438,446,7,3,8,1770,5,6,2,1335,9,198
"6",2,1,1,2.52,5,5,1,0,444,444,0,6,7,469,10,6,1,1421,1,248
"7",2,1,1,2.52,6,6,1,0,438,445,6,4,6,1118,10,7,1,1536,7,299
"8",2,1,1,2.52,7,7,2,1,440,446,5,8,11,1453,11,2,3,634,3,348
"9",2,1,1,2.52,8,8,2,0,439,448,8,5,8,2438,4,3,2,402,9,397
"10",2,1,1,2.52,9,9,2,0,437,448,10,3,9,1503,6,8,3,1636,1,448
"11",2,1,2,2.52,0,0,1,0,436,442,5,8,7,569,5,5,3,1136,3,0
"12",2,1,2,2.52,1,1,2,0,433,442,8,5,8,1003,10,5,4,735,9,50
"13",2,1,2,2.52,2,2,1,0,435,444,8,4,6,851,10,6,3,1135,6,100
"14",2,1,2,2.52,3,3,2,0,434,443,8,9,8,1103,8,7,4,1103,6,148
"15",2,1,2,2.52,4,4,1,0,433,445,11,7,6,718,11,5,2,869,4,199
"16",2,1,2,2.52,5,5,2,0,436,443,6,6,9,1352,11,2,2,-1,4,248
"17",2,1,2,2.52,6,6,2,0,434,446,11,8,9,2271,11,2,1,553,2,299
"18",2,1,2,2.52,7,7,1,0,434,446,11,7,6,2653,5,4,1,1068,5,351
"19",2,1,2,2.52,8,8,2,0,438,446,7,8,10,2205,4,4,0,1870,8,399
"20",2,1,2,2.52,9,9,1,1,436,445,8,6,1,2003,1,4,6,735,6,450
"21",2,1,3,2.52,0,0,1,0,429,439,9,7,6,535,6,8,1,1636,3,0
"22",2,1,3,2.52,1,1,1,0,434,440,5,5,7,1452,11,2,2,602,6,50
"23",2,1,3,2.52,2,2,2,0,430,442,11,4,8,1437,3,3,2,868,3,99
"24",2,1,3,2.52,3,3,2,0,434,444,9,8,9,4788,2,4,3,868,1,148
"25",2,1,3,2.52,4,4,2,0,433,442,8,6,8,1170,5,7,5,836,9,196
"26",2,1,3,2.52,5,5,1,0,436,443,6,7,6,1837,9,6,3,1203,6,248
"27",2,1,3,2.52,6,6,2,1,437,446,8,9,8,951,8,7,4,920,4,299
"28",2,1,3,2.52,7,7,1,0,434,443,8,4,7,1671,3,3,5,768,4,349
"29",2,1,3,2.52,8,8,2,0,433,446,12,8,9,418,11,4,6,1135,1,399
"30",2,1,3,2.52,9,9,1,0,432,443,10,7,-1,-1,11,4,5,769,6,448
"31",2,1,4,2.52,0,0,2,0,433,442,8,3,10,2320,9,2,4,769,8,0
"32",2,1,4,2.52,1,1,1,1,432,443,10,8,11,1352,11,7,2,1569,2,49
"33",2,1,4,2.52,2,2,2,0,433,444,10,3,8,1504,5,6,4,834,4,97
"34",2,1,4,2.52,3,3,1,0,432,445,12,9,8,570,10,3,4,770,2,147
"35",2,1,4,2.52,4,4,2,0,434,444,9,7,9,2137,7,5,3,1203,9,199
"36",2,1,4,2.52,5,5,1,0,439,445,5,6,8,1185,5,2,2,-1,5,250
"37",2,1,4,2.52,6,6,2,0,437,447,9,3,9,1786,2,5,5,-1,3,298
"38",2,1,4,2.52,7,7,1,0,438,445,6,7,6,751,2,4,3,736,7,349
"39",2,1,4,2.52,8,8,1,0,441,445,4,4,7,1536,11,3,4,536,3,398
"40",2,1,4,2.52,9,9,2,0,438,447,8,5,9,1437,3,5,6,734,1,448
"41",2,1,5,2.52,0,0,1,0,435,442,6,7,7,3788,6,2,3,768,1,0
"42",2,1,5,2.52,1,1,1,0,431,440,8,9,6,1085,4,4,4,-1,2,48
"43",2,1,5,2.52,2,2,2,1,434,442,7,3,8,1520,8,3,7,1102,7,99
"44",2,1,5,2.52,3,3,2,0,435,442,6,4,9,1636,6,8,4,1537,9,148
"45",2,1,5,2.52,4,4,2,0,434,444,9,7,8,603,3,3,2,869,5,199
"46",2,1,5,2.52,5,5,1,0,432,442,9,4,6,802,6,7,3,1502,7,250
"47",2,1,5,2.52,6,6,1,0,433,442,8,5,-1,-1,7,6,3,1303,5,299
"48",2,1,5,2.52,7,7,1,0,435,441,5,3,6,5240,4,6,2,1402,4,348
"49",2,1,5,2.52,8,8,2,0,435,443,7,6,9,1237,10,2,4,1103,9,398
"50",2,1,5,2.52,9,9,2,0,432,442,9,5,8,1786,8,2,3,1536,1,450
"51",2,1,6,2.52,0,0,2,0,433,440,6,9,8,1019,7,7,5,936,4,0
"52",2,1,6,2.52,1,1,2,0,431,442,10,6,10,2571,10,8,4,1070,7,51
"53",2,1,6,2.52,2,2,1,0,433,442,8,6,8,1051,1,5,4,502,9,103
"54",2,1,6,2.52,3,3,1,0,434,442,7,8,6,1152,6,3,3,-1,5,152
"55",2,1,6,2.52,4,4,1,1,435,441,5,8,10,1319,10,2,2,-1,2,201
"56",2,1,6,2.52,5,5,1,0,437,443,5,7,5,936,9,3,4,703,2,250
"57",2,1,6,2.52,6,6,2,0,437,444,6,9,10,818,10,5,7,1570,7,300
"58",2,1,6,2.52,7,7,2,0,438,443,5,6,9,3738,10,8,3,1503,2,349
"59",2,1,6,2.52,8,8,2,0,436,447,10,9,10,3387,2,2,3,835,9,401
"60",2,1,6,2.52,9,9,1,0,434,444,9,5,5,2304,1,3,3,1368,5,449
"61",2,2,7,1.98,0,0,1,0,440,444,5,6,6,1536,11,3,0,1069,6,0
"62",2,2,7,1.98,1,1,1,0,436,446,12,3,7,1485,10,5,2,1154,1,49
"63",2,2,7,1.98,2,2,2,0,434,445,12,5,9,1170,9,5,0,1770,8,99
"64",2,2,7,1.98,3,3,1,0,434,442,9,6,5,585,1,8,1,2136,3,150
"65",2,2,7,1.98,4,4,2,0,432,445,12,8,11,937,11,6,5,2069,1,198
"66",2,2,7,1.98,5,5,1,0,437,441,5,3,9,2053,1,2,4,2704,3,248
"67",2,2,7,1.98,6,6,1,0,433,442,10,5,7,2586,6,8,4,2170,1,299
"68",2,2,7,1.98,7,7,2,1,433,442,10,7,6,885,6,7,3,1268,3,348
"69",2,2,7,1.98,8,8,2,0,431,444,12,5,9,2437,11,6,2,1569,5,397
"70",2,2,7,1.98,9,9,2,0,436,441,6,6,10,2037,1,2,2,1670,9,448
"71",2,2,8,1.98,0,0,1,0,437,441,5,8,6,3905,1,6,2,1236,9,0
"72",2,2,8,1.98,1,1,2,0,434,444,12,9,10,736,7,6,3,1369,1,50
"73",2,2,8,1.98,2,2,1,0,435,442,8,6,7,2653,6,3,5,768,9,100
"74",2,2,8,1.98,3,3,2,0,435,445,12,5,9,1219,2,7,2,1537,6,148
"75",2,2,8,1.98,4,4,1,0,437,441,5,3,5,5489,7,4,3,703,8,199
"76",2,2,8,1.98,5,5,2,0,441,446,6,5,12,2103,4,2,6,1137,3,248
"77",2,2,8,1.98,6,6,2,0,437,445,9,3,11,4339,11,3,6,870,8,299
"78",2,2,8,1.98,7,7,1,0,435,443,9,7,6,651,8,6,3,3704,8,351
"79",2,2,8,1.98,8,8,2,0,434,446,12,9,9,1471,10,3,2,1236,6,399
"80",2,2,8,1.98,9,9,1,1,437,443,7,9,9,1720,9,5,9,1302,9,450
"81",2,2,9,1.98,0,0,1,0,433,439,7,6,6,1619,10,7,4,1836,3,0
"82",2,2,9,1.98,1,1,1,0,435,440,6,6,6,1252,6,2,4,1002,2,50
"83",2,2,9,1.98,2,2,2,0,437,445,9,9,9,1136,11,3,2,1035,8,99
"84",2,2,9,1.98,3,3,2,0,437,446,10,6,10,1385,10,7,3,1069,7,148
"85",2,2,9,1.98,4,4,2,0,435,448,12,3,9,1570,2,7,5,1270,5,196
"86",2,2,9,1.98,5,5,1,0,435,444,10,5,7,969,2,3,4,470,6,248
"87",2,2,9,1.98,6,6,2,1,435,445,12,8,11,1352,11,6,8,1603,8,299
"88",2,2,9,1.98,7,7,1,0,437,443,7,5,7,770,4,4,4,1535,2,349
"89",2,2,9,1.98,8,8,2,0,436,445,10,4,9,3554,11,4,4,769,3,399
"90",2,2,9,1.98,9,9,1,0,436,440,5,7,6,770,11,4,4,1854,5,448
"91",2,2,10,1.98,0,0,2,0,438,443,6,6,7,1152,2,3,1,2571,3,0
"92",2,2,10,1.98,1,1,1,1,433,438,6,7,7,1619,7,8,3,1802,3,49
"93",2,2,10,1.98,2,2,2,0,435,443,9,7,9,1937,8,5,2,1068,7,97
"94",2,2,10,1.98,3,3,1,0,434,442,9,3,6,2772,11,7,6,620,8,147
"95",2,2,10,1.98,4,4,2,0,435,442,8,9,9,1119,1,5,3,1470,6,199
"96",2,2,10,1.98,5,5,1,0,435,443,9,3,7,1218,2,2,5,902,7,250
"97",2,2,10,1.98,6,6,2,0,439,444,6,9,9,902,3,7,4,1354,9,298
"98",2,2,10,1.98,7,7,1,0,433,442,10,6,8,1019,5,7,2,1503,5,349
"99",2,2,10,1.98,8,8,1,0,439,441,2,5,5,936,7,8,2,1403,6,398
"100",2,2,10,1.98,9,9,2,0,437,447,12,6,9,870,5,6,1,2870,4,448
"101",2,2,11,1.98,0,0,1,0,432,440,9,5,7,1852,7,8,4,1135,8,0
"102",2,2,11,1.98,1,1,1,0,432,440,9,9,7,1670,1,3,4,636,2,48
"103",2,2,11,1.98,2,2,2,1,437,444,8,9,7,919,7,8,9,701,9,99
"104",2,2,11,1.98,3,3,2,0,435,443,9,7,10,4188,9,6,3,1403,5,148
"105",2,2,11,1.98,4,4,2,0,435,443,9,3,10,1870,3,6,4,1036,6,199
"106",2,2,11,1.98,5,5,1,0,434,441,8,3,7,1170,3,6,3,1735,4,250
"107",2,2,11,1.98,6,6,1,0,436,439,3,5,6,1552,7,5,4,869,5,299
"108",2,2,11,1.98,7,7,1,0,434,437,3,5,6,970,2,2,3,868,8,348
"109",2,2,11,1.98,8,8,2,0,437,444,8,9,9,1136,6,8,5,1036,3,398
"110",2,2,11,1.98,9,9,2,0,433,445,12,5,11,2019,7,4,5,536,7,450
"111",2,2,12,1.98,0,0,2,0,436,443,8,5,7,1103,7,4,2,736,3,0
"112",2,2,12,1.98,1,1,2,0,435,444,10,6,9,903,2,4,4,1537,9,51
"113",2,2,12,1.98,2,2,1,0,434,440,7,7,7,1652,1,4,4,1937,1,103
"114",2,2,12,1.98,3,3,1,0,434,443,10,3,6,1036,8,7,3,1369,6,152
"115",2,2,12,1.98,4,4,1,1,437,441,5,3,1,1151,1,7,7,1236,7,201
"116",2,2,12,1.98,5,5,1,0,434,442,9,5,8,1286,8,3,5,935,9,250
"117",2,2,12,1.98,6,6,2,0,439,445,7,9,9,1486,1,3,3,1069,3,300
"118",2,2,12,1.98,7,7,2,0,437,443,7,6,9,2438,9,3,3,2338,6,349
"119",2,2,12,1.98,8,8,2,0,433,445,12,5,10,3020,5,5,3,1635,3,401
"120",2,2,12,1.98,9,9,1,0,434,442,9,6,7,636,8,7,4,1769,8,449
"121",2,3,13,3.59,0,0,1,0,445,457,8,5,4,1103,9,6,2,1168,5,0
"122",2,3,13,3.59,1,1,1,0,449,458,6,8,6,952,1,5,2,1270,5,49
"123",2,3,13,3.59,2,2,2,0,448,459,7,9,10,4171,11,8,1,1937,4,99
"124",2,3,13,3.59,3,3,1,0,446,455,6,8,7,2353,2,5,3,1702,1,150
"125",2,3,13,3.59,4,4,2,0,447,460,8,9,9,1137,6,2,2,1502,4,198
"126",2,3,13,3.59,5,5,1,0,447,458,7,9,6,936,7,6,5,870,7,248
"127",2,3,13,3.59,6,6,1,0,446,457,7,5,6,718,6,8,6,1135,5,299
"128",2,3,13,3.59,7,7,2,1,450,461,7,6,4,1169,4,8,8,1102,8,348
"129",2,3,13,3.59,8,8,2,0,447,464,11,6,8,970,6,3,4,735,2,397
"130",2,3,13,3.59,9,9,2,0,450,462,7,9,8,737,10,7,3,2037,3,448
"131",2,3,14,3.59,0,0,1,0,444,452,5,3,4,3738,4,4,3,869,8,0
"132",2,3,14,3.59,1,1,2,0,440,457,11,7,9,770,3,8,4,1302,9,50
"133",2,3,14,3.59,2,2,1,0,441,451,6,6,6,1552,10,8,5,968,5,100
"134",2,3,14,3.59,3,3,2,0,445,459,9,4,9,1870,5,2,3,2738,3,148
"135",2,3,14,3.59,4,4,1,0,452,457,3,7,6,584,7,8,4,1470,6,199
"136",2,3,14,3.59,5,5,2,0,450,461,7,5,8,1152,7,2,3,569,1,248
"137",2,3,14,3.59,6,6,2,0,452,459,4,7,9,870,1,8,4,1203,4,299
"138",2,3,14,3.59,7,7,1,0,448,460,7,4,6,1119,10,4,4,1268,3,351
"139",2,3,14,3.59,8,8,2,0,449,461,7,9,8,4340,5,3,2,1470,6,399
"140",2,3,14,3.59,9,9,1,1,449,461,7,3,8,1686,8,5,7,1535,7,450
"141",2,3,15,3.59,0,0,1,0,456,457,1,7,6,736,3,5,4,3772,5,0
"142",2,3,15,3.59,1,1,1,0,446,457,7,7,7,1085,7,7,3,1470,8,50
"143",2,3,15,3.59,2,2,2,0,447,460,8,9,8,1753,9,6,4,2670,7,99
"144",2,3,15,3.59,3,3,2,0,441,460,12,6,9,1569,1,6,4,1602,4,148
"145",2,3,15,3.59,4,4,2,0,451,460,6,5,10,2871,6,6,3,2337,3,196
"146",2,3,15,3.59,5,5,1,0,449,460,7,3,5,1019,11,6,2,1303,9,248
"147",2,3,15,3.59,6,6,2,1,455,467,7,8,2,1753,2,5,7,769,7,299
"148",2,3,15,3.59,7,7,1,0,453,462,6,9,7,870,11,4,4,1802,9,349
"149",2,3,15,3.59,8,8,2,0,454,464,6,3,10,2086,6,7,4,1636,6,399
"150",2,3,15,3.59,9,9,1,0,448,462,9,4,6,970,3,5,5,1854,3,448
"151",2,3,16,3.59,0,0,2,0,454,460,4,9,9,1218,11,5,4,2971,9,0
"152",2,3,16,3.59,1,1,1,1,451,462,7,8,10,1118,10,8,8,1035,8,49
"153",2,3,16,3.59,2,2,2,0,457,467,6,4,10,1837,4,5,5,1635,9,97
"154",2,3,16,3.59,3,3,1,0,455,466,7,3,7,1671,1,2,4,787,4,147
"155",2,3,16,3.59,4,4,2,0,462,468,4,9,9,2404,7,7,3,1336,7,199
"156",2,3,16,3.59,5,5,1,0,460,469,5,4,6,1118,5,3,4,1536,5,250
"157",2,3,16,3.59,6,6,2,0,458,470,7,6,8,2804,1,4,0,1270,8,298
"158",2,3,16,3.59,7,7,1,0,460,469,5,3,7,1452,1,7,5,2970,9,349
"159",2,3,16,3.59,8,8,1,0,465,467,1,8,6,969,7,8,6,802,8,398
"160",2,3,16,3.59,9,9,2,0,454,471,10,7,7,2638,2,8,2,1435,3,448
"161",2,3,17,3.59,0,0,2,0,453,467,9,7,8,1052,2,6,3,1469,8,0
"162",2,3,17,3.59,1,1,1,1,447,463,10,5,9,1653,9,7,9,1001,9,49
"163",2,3,17,3.59,2,2,2,0,459,463,2,6,9,2371,6,8,3,4237,8,97
"164",2,3,17,3.59,3,3,1,0,459,466,4,4,6,4439,2,5,2,870,4,147
"165",2,3,17,3.59,4,4,2,0,460,468,5,3,8,4773,9,8,2,1803,1,199
"166",2,3,17,3.59,5,5,1,0,452,467,9,3,5,985,4,7,2,1802,8,250
"167",2,3,17,3.59,6,6,2,0,458,468,6,6,9,1703,7,6,2,1270,6,298
"168",2,3,17,3.59,7,7,1,0,453,470,10,3,7,1152,9,4,3,402,6,349
"169",2,3,17,3.59,8,8,1,0,452,462,6,4,5,569,3,2,3,636,6,398
"170",2,3,17,3.59,9,9,2,0,457,467,6,4,9,1971,7,4,2,935,8,448
"171",2,3,18,3.59,0,0,2,0,462,468,4,8,9,869,1,7,2,2388,3,0
"172",2,3,18,3.59,1,1,2,0,458,468,6,7,6,4739,2,4,0,1337,5,51
"173",2,3,18,3.59,2,2,1,0,450,462,7,6,6,1719,7,4,2,1135,6,103
"174",2,3,18,3.59,3,3,1,0,451,463,7,9,5,1236,10,2,3,2903,6,152
"175",2,3,18,3.59,4,4,1,1,448,465,11,5,3,951,3,6,7,502,7,201
"176",2,3,18,3.59,5,5,1,0,452,460,5,7,6,869,10,3,2,1069,6,250
"177",2,3,18,3.59,6,6,2,0,452,470,11,5,10,1385,8,6,3,1636,8,300
"178",2,3,18,3.59,7,7,2,0,457,471,9,6,9,1370,8,7,3,1037,6,349
"179",2,3,18,3.59,8,8,2,0,456,474,11,4,9,1452,6,8,4,1435,8,401
"180",2,3,18,3.59,9,9,1,0,451,468,10,3,5,1170,5,3,6,935,7,449
"181",4,1,1,1.64,0,0,1,0,440,445,7,8,6,3488,11,2,6,3203,3,0
"182",4,1,1,1.64,1,1,1,0,437,443,8,8,11,3521,10,3,10,2972,9,49
"183",4,1,1,1.64,2,2,2,0,436,444,11,7,9,3354,7,4,8,1354,1,99
"184",4,1,1,1.64,3,3,1,0,437,442,7,5,6,985,6,3,6,1652,9,150
"185",4,1,1,1.64,4,4,2,0,437,445,11,9,10,4323,3,5,7,2986,2,198
"186",4,1,1,1.64,5,5,1,0,434,445,12,7,8,1286,10,3,7,3555,4,248
"187",4,1,1,1.64,6,6,1,0,435,440,7,6,9,2153,3,4,8,1586,3,299
"188",4,1,1,1.64,7,7,2,1,437,438,1,4,8,1487,8,6,2,2169,2,348
"189",4,1,1,1.64,8,8,2,0,435,443,11,8,12,1386,4,3,10,2754,1,397
"190",4,1,1,1.64,9,9,2,0,435,444,12,6,9,986,5,5,6,5657,8,448
"191",4,1,2,1.64,0,0,1,0,437,447,12,5,6,1352,1,3,3,3521,4,0
"192",4,1,2,1.64,1,1,2,0,437,445,11,3,10,2721,4,4,8,1652,9,50
"193",4,1,2,1.64,2,2,1,0,436,445,12,6,7,1919,11,2,7,2436,3,100
"194",4,1,2,1.64,3,3,2,0,437,442,7,4,7,1019,6,3,5,1320,8,148
"195",4,1,2,1.64,4,4,1,0,436,446,12,4,7,1753,10,3,7,3088,2,199
"196",4,1,2,1.64,5,5,2,0,437,445,11,8,5,1119,10,6,8,886,1,248
"197",4,1,2,1.64,6,6,2,0,436,443,10,3,7,1420,9,4,2,2855,5,299
"198",4,1,2,1.64,7,7,1,0,435,443,11,5,5,1518,2,7,4,1218,5,351
"199",4,1,2,1.64,8,8,2,0,434,443,12,8,9,753,7,5,8,1686,5,399
"200",4,1,2,1.64,9,9,1,1,437,445,11,3,3,1620,3,7,1,2002,1,450
"201",4,1,3,1.64,0,0,1,0,437,445,11,7,3,3087,9,3,5,2853,1,0
"202",4,1,3,1.64,1,1,1,0,436,441,7,7,0,2820,1,4,3,3905,4,50
"203",4,1,3,1.64,2,2,2,0,430,442,12,8,11,2587,3,6,9,3771,2,99
"204",4,1,3,1.64,3,3,2,0,435,445,12,5,8,4688,3,7,5,835,8,148
"205",4,1,3,1.64,4,4,2,0,434,444,12,4,10,2488,7,3,7,4423,1,196
"206",4,1,3,1.64,5,5,1,0,433,445,12,7,7,1553,10,7,5,1220,8,248
"207",4,1,3,1.64,6,6,2,1,437,441,6,3,-1,-1,3,6,8,970,8,299
"208",4,1,3,1.64,7,7,1,0,436,442,8,8,6,1420,9,4,10,1952,7,349
"209",4,1,3,1.64,8,8,2,0,435,442,10,9,12,3854,4,5,8,1353,2,399
"210",4,1,3,1.64,9,9,1,0,436,441,7,8,8,819,6,6,7,520,7,448
"211",4,1,4,1.64,0,0,2,0,436,441,7,8,11,1319,5,6,8,2671,9,0
"212",4,1,4,1.64,1,1,1,1,430,439,12,4,1,1452,1,8,1,2486,1,49
"213",4,1,4,1.64,2,2,2,0,433,440,10,9,10,3655,7,2,7,3888,6,97
"214",4,1,4,1.64,3,3,1,0,434,440,8,7,6,919,8,6,10,2505,2,147
"215",4,1,4,1.64,4,4,2,0,433,437,6,3,8,3788,9,8,8,3122,3,199
"216",4,1,4,1.64,5,5,1,0,435,439,6,3,7,2086,5,2,7,1586,8,250
"217",4,1,4,1.64,6,6,2,0,432,438,8,7,10,1086,5,3,0,2938,9,298
"218",4,1,4,1.64,7,7,1,0,431,434,4,4,6,2519,9,3,10,3254,9,349
"219",4,1,4,1.64,8,8,1,0,430,440,12,6,7,4889,3,4,7,1836,7,398
"220",4,1,4,1.64,9,9,2,0,430,440,12,4,10,1754,5,5,3,1201,7,448
"221",4,1,5,1.64,0,0,1,0,432,439,10,7,12,3420,4,7,8,2052,2,0
"222",4,1,5,1.64,1,1,1,0,429,437,11,9,5,1853,6,8,0,3522,6,48
"223",4,1,5,1.64,2,2,2,1,431,439,11,7,3,1486,3,6,3,1702,3,99
"224",4,1,5,1.64,3,3,2,0,433,437,6,9,-1,-1,5,3,6,1420,7,148
"225",4,1,5,1.64,4,4,2,0,431,438,10,8,11,2888,8,6,9,3487,7,199
"226",4,1,5,1.64,5,5,1,0,430,438,11,9,5,2287,8,8,7,2653,5,250
"227",4,1,5,1.64,6,6,1,0,430,428,0,9,7,1686,6,3,2,5690,9,299
"228",4,1,5,1.64,7,7,1,0,431,436,7,9,2,2821,11,8,10,1886,6,348
"229",4,1,5,1.64,8,8,2,0,429,435,9,8,-1,-1,10,5,8,3589,7,398
"230",4,1,5,1.64,9,9,2,0,428,434,9,3,9,2387,4,5,10,1820,2,450
"231",4,1,6,1.64,0,0,2,0,434,437,4,6,9,2220,11,6,4,1254,7,0
"232",4,1,6,1.64,1,1,2,0,433,438,7,8,9,820,1,7,8,636,7,51
"233",4,1,6,1.64,2,2,1,0,431,439,11,8,8,1785,7,2,6,4521,2,103
"234",4,1,6,1.64,3,3,1,0,429,437,11,6,7,3555,8,3,3,4755,9,152
"235",4,1,6,1.64,4,4,1,1,430,437,10,3,4,918,4,4,6,1370,6,201
"236",4,1,6,1.64,5,5,1,0,430,439,12,7,7,2153,7,6,7,1786,7,250
"237",4,1,6,1.64,6,6,2,0,430,437,10,6,9,1352,8,3,9,1719,4,300
"238",4,1,6,1.64,7,7,2,0,428,440,12,4,9,2054,7,6,5,1053,2,349
"239",4,1,6,1.64,8,8,2,0,432,437,7,6,10,3754,7,8,7,1652,1,401
"240",4,1,6,1.64,9,9,1,0,417,431,12,4,7,3456,7,8,6,1118,4,449
"241",4,2,7,1.91,0,0,1,0,418,423,6,6,8,2070,10,8,0,3737,9,0
"242",4,2,7,1.91,1,1,1,0,415,422,9,7,6,618,10,3,5,3823,6,49
"243",4,2,7,1.91,2,2,2,0,416,423,9,9,10,2670,6,4,0,4873,7,99
"244",4,2,7,1.91,3,3,1,0,415,420,6,8,7,2787,10,5,4,2236,8,150
"245",4,2,7,1.91,4,4,2,0,414,422,10,4,8,1671,6,4,6,1469,4,198
"246",4,2,7,1.91,5,5,1,0,412,420,10,8,6,769,2,6,7,1120,1,248
"247",4,2,7,1.91,6,6,1,0,414,420,8,8,7,3954,4,7,3,3438,8,299
"248",4,2,7,1.91,7,7,2,1,411,422,12,8,1,2504,1,8,5,1068,5,348
"249",4,2,7,1.91,8,8,2,0,411,419,10,7,8,2337,11,5,4,2470,4,397
"250",4,2,7,1.91,9,9,2,0,417,420,4,7,9,2271,6,2,5,1369,7,448
"251",4,2,8,1.91,0,0,1,0,410,416,8,8,6,1303,2,5,7,2904,3,0
"252",4,2,8,1.91,1,1,2,0,413,418,6,7,11,1771,8,8,7,3103,8,50
"253",4,2,8,1.91,2,2,1,0,413,418,6,7,8,1352,9,3,0,4104,1,100
"254",4,2,8,1.91,3,3,2,0,411,417,8,6,7,602,4,6,4,3138,3,148
"255",4,2,8,1.91,4,4,1,0,411,416,6,7,9,2587,8,6,7,2137,9,199
"256",4,2,8,1.91,5,5,2,0,409,417,10,3,10,3505,9,3,7,3122,5,248
"257",4,2,8,1.91,6,6,2,0,410,416,8,6,7,2371,5,6,5,1871,2,299
"258",4,2,8,1.91,7,7,1,0,412,411,0,6,-1,-1,9,6,4,3270,4,351
"259",4,2,8,1.91,8,8,2,0,410,419,11,7,10,1304,2,2,6,2871,1,399
"260",4,2,8,1.91,9,9,1,1,411,417,8,7,-1,-1,7,6,7,635,7,450
"261",4,2,9,1.91,0,0,1,0,416,425,11,3,5,3721,5,3,6,2570,2,0
"262",4,2,9,1.91,1,1,1,0,417,423,8,8,7,4455,8,2,4,936,7,50
"263",4,2,9,1.91,2,2,2,0,414,425,12,3,11,4755,1,8,8,4938,1,99
"264",4,2,9,1.91,3,3,2,0,415,424,11,7,11,2386,5,3,9,3537,9,148
"265",4,2,9,1.91,4,4,2,0,415,423,10,4,8,1571,6,6,4,820,1,196
"266",4,2,9,1.91,5,5,1,0,413,420,9,5,7,3504,7,4,6,1237,4,248
"267",4,2,9,1.91,6,6,2,1,413,424,12,7,11,1719,11,4,1,1137,1,299
"268",4,2,9,1.91,7,7,1,0,414,421,9,5,7,1070,4,5,1,2103,6,349
