subject_id,Session,Run,Max.PSC,TrialID,TrialNr,Target,Control,BaselineMean,ImageryMean,FB,InitRating,FinalRating,RtSelfRating,ControlRating,InitialConf,FinalConf,RtConfidence,ControlConf,VolumeStart,Max PSC
8,3,18,2.29,5,5,1,0,418,424,6,7,6,835,10,3,5,635,6,250,NA
8,3,18,2.29,6,6,2,0,417,426,9,8,8,885,3,3,5,602,5,300,NA
8,3,18,2.29,7,7,2,0,419,427,8,8,9,502,10,7,6,854,2,349,NA
8,3,18,2.29,8,8,2,0,418,428,10,9,9,584,3,5,5,901,3,401,NA
8,3,18,2.29,9,9,1,0,420,425,5,7,6,503,2,6,5,768,1,449,NA
9,1,1,NA,0,0,1,0,377,384,10,5,6,2520,1,4,0,1752,4,0,1.91
9,1,1,NA,1,1,1,0,379,384,7,4,6,1819,2,4,1,2288,8,49,1.91
9,1,1,NA,2,2,2,0,379,386,10,9,9,1219,3,3,1,1054,2,99,1.91
9,1,1,NA,3,3,1,0,377,382,7,9,6,1852,5,5,2,2536,6,150,1.91
9,1,1,NA,4,4,2,0,377,382,7,5,9,2187,6,3,3,2203,8,198,1.91
9,1,1,NA,5,5,1,0,376,383,10,3,6,1286,8,4,3,786,6,248,1.91
9,1,1,NA,6,6,1,0,376,381,7,6,6,1219,7,3,4,569,9,299,1.91
9,1,1,NA,7,7,2,1,377,383,8,4,3,1119,3,8,5,1202,5,348,1.91
9,1,1,NA,8,8,2,0,375,382,10,3,8,1921,3,8,4,2904,5,397,1.91
9,1,1,NA,9,9,2,0,372,379,10,3,10,2922,5,8,5,1353,1,448,1.91
9,1,2,NA,0,0,1,0,378,380,3,6,5,819,2,5,4,1002,9,0,1.91
9,1,2,NA,1,1,2,0,370,377,10,7,9,986,6,3,5,1435,7,50,1.91
9,1,2,NA,2,2,1,0,372,376,6,7,6,551,4,2,5,2269,6,100,1.91
9,1,2,NA,3,3,2,0,371,378,10,8,9,919,11,8,6,2254,7,148,1.91
9,1,2,NA,4,4,1,0,370,374,6,5,6,1118,7,3,6,2370,9,199,1.91
9,1,2,NA,5,5,2,0,370,375,7,8,9,685,11,6,7,786,5,248,1.91
9,1,2,NA,6,6,2,0,370,375,7,8,9,820,1,4,6,1520,6,299,1.91
9,1,2,NA,7,7,1,0,366,373,10,8,6,1052,10,7,7,1619,8,351,1.91
9,1,2,NA,8,8,2,0,372,376,6,8,9,653,1,5,5,1820,3,399,1.91
9,1,2,NA,9,9,1,1,369,375,9,6,2,1486,2,5,9,1318,9,450,1.91
9,1,3,NA,0,0,1,0,371,376,7,6,5,752,5,8,3,2570,9,0,1.91
9,1,3,NA,1,1,1,0,375,374,0,8,6,1518,3,5,4,652,3,50,1.91
9,1,3,NA,2,2,2,0,366,372,9,6,10,2487,4,4,5,1218,6,99,1.91
9,1,3,NA,3,3,2,0,374,376,3,6,9,1785,7,2,5,1669,5,148,1.91
9,1,3,NA,4,4,2,0,372,373,1,8,9,853,3,5,6,2788,7,196,1.91
9,1,3,NA,5,5,1,0,370,372,3,6,6,1220,6,8,6,1621,1,248,1.91
9,1,3,NA,6,6,2,1,372,376,6,5,3,1051,3,2,3,770,3,299,1.91
9,1,3,NA,7,7,1,0,372,372,0,5,7,2855,10,4,5,1485,6,349,1.91
9,1,3,NA,8,8,2,0,371,371,0,6,9,1718,1,7,6,1419,2,399,1.91
9,1,3,NA,9,9,1,0,375,375,0,6,7,620,4,8,4,2120,4,448,1.91
9,1,4,NA,0,0,2,0,371,378,10,5,9,3587,3,7,5,1453,5,0,1.91
9,1,4,NA,1,1,1,1,370,377,10,9,3,1919,3,8,7,1018,7,49,1.91
9,1,4,NA,2,2,2,0,374,380,8,4,9,2288,9,8,6,3136,7,97,1.91
9,1,4,NA,3,3,1,0,372,377,7,6,5,520,6,3,4,836,5,147,1.91
9,1,4,NA,4,4,2,0,373,379,8,7,9,919,10,3,6,2338,6,199,1.91
9,1,4,NA,5,5,1,0,371,378,10,8,6,1585,8,5,6,884,2,250,1.91
9,1,4,NA,6,6,2,0,371,379,11,5,10,1586,3,4,6,1270,5,298,1.91
9,1,4,NA,7,7,1,0,372,377,7,7,6,684,7,7,5,1552,9,349,1.91
9,1,4,NA,8,8,1,0,371,377,8,6,7,1453,1,3,6,1119,3,398,1.91
9,1,4,NA,9,9,2,0,371,380,12,4,10,3955,2,4,7,2820,8,448,1.91
9,1,5,NA,0,0,1,0,374,378,6,5,7,1819,5,3,4,1419,8,0,1.91
9,1,5,NA,1,1,1,0,375,380,7,7,6,819,6,6,5,770,2,48,1.91
9,1,5,NA,2,2,2,1,376,379,4,5,10,1503,10,4,6,1452,6,99,1.91
9,1,5,NA,3,3,2,0,374,381,10,9,9,1386,8,3,5,1554,9,148,1.91
9,1,5,NA,4,4,2,0,374,379,7,5,9,1187,5,2,6,1352,9,199,1.91
9,1,5,NA,5,5,1,0,377,378,1,3,6,1453,8,2,4,1319,4,250,1.91
9,1,5,NA,6,6,1,0,376,379,4,5,6,651,2,8,6,1386,6,299,1.91
9,1,5,NA,7,7,1,0,374,381,10,8,7,653,7,8,6,2119,3,348,1.91
9,1,5,NA,8,8,2,0,375,382,10,7,10,1287,4,5,6,1186,2,398,1.91
9,1,5,NA,9,9,2,0,375,379,6,6,9,1786,8,2,6,1820,1,450,1.91
9,2,7,NA,0,0,1,0,374,377,4,4,6,2520,8,3,2,1001,9,0,2.25
9,2,7,NA,1,1,1,0,372,379,8,6,5,651,5,6,3,1971,5,49,2.25
9,2,7,NA,2,2,2,0,372,380,10,3,8,3221,6,6,2,3322,1,99,2.25
9,2,7,NA,3,3,1,0,368,378,12,5,6,884,11,3,5,2653,9,150,2.25
9,2,7,NA,4,4,2,0,374,379,6,7,10,1987,3,8,5,1752,9,198,2.25
9,2,7,NA,5,5,1,0,370,378,10,7,5,1819,5,7,5,3622,8,248,2.25
9,2,7,NA,6,6,1,0,375,376,1,3,6,2219,1,3,4,1553,1,299,2.25
9,2,7,NA,7,7,2,1,373,377,5,9,8,1003,8,2,8,1719,8,348,2.25
9,2,7,NA,8,8,2,0,372,379,8,4,9,1554,5,4,6,819,9,397,2.25
9,2,7,NA,9,9,2,0,369,379,12,6,9,1154,10,7,6,1486,3,448,2.25
9,2,8,NA,0,0,1,0,371,377,7,5,7,752,6,6,4,1286,9,0,2.25
9,2,8,NA,1,1,2,0,370,378,10,4,9,1420,1,4,6,2019,1,50,2.25
9,2,8,NA,2,2,1,0,370,377,8,8,6,1586,6,8,4,3437,6,100,2.25
9,2,8,NA,3,3,2,0,367,377,12,8,9,785,5,4,6,1086,7,148,2.25
9,2,8,NA,4,4,1,0,369,371,2,6,5,2053,6,7,3,2254,6,199,2.25
9,2,8,NA,5,5,2,0,368,377,11,5,9,1152,6,6,7,453,6,248,2.25
9,2,8,NA,6,6,2,0,373,376,4,4,9,1921,5,6,7,753,6,299,2.25
9,2,8,NA,7,7,1,0,368,374,7,7,6,718,5,7,4,1018,5,351,2.25
9,2,8,NA,8,8,2,0,368,376,10,5,9,1053,8,8,5,1587,9,399,2.25
9,2,8,NA,9,9,1,1,370,375,6,4,4,1086,4,4,4,985,4,450,2.25
9,2,9,NA,0,0,1,0,367,375,10,4,6,752,3,5,6,1453,3,0,2.25
9,2,9,NA,1,1,1,0,370,371,1,8,6,985,8,3,6,1470,9,50,2.25
9,2,9,NA,2,2,2,0,369,376,8,9,9,1686,10,6,7,1352,3,99,2.25
9,2,9,NA,3,3,2,0,370,376,7,7,9,2020,10,5,7,651,3,148,2.25
9,2,9,NA,4,4,2,0,372,380,10,5,9,1153,9,8,6,2571,8,196,2.25
9,2,9,NA,5,5,1,0,371,377,7,3,6,1720,2,6,4,903,3,248,2.25
9,2,9,NA,6,6,2,1,372,377,6,9,1,4020,1,3,7,1637,7,299,2.25
9,2,9,NA,7,7,1,0,368,375,8,7,6,2388,7,7,5,1553,6,349,2.25
9,2,9,NA,8,8,2,0,374,378,5,9,9,1152,8,6,7,619,4,399,2.25
9,2,9,NA,9,9,1,0,365,375,12,8,7,686,5,8,6,1287,8,448,2.25
9,2,10,NA,0,0,2,0,369,376,8,4,9,1418,5,7,6,1369,7,0,2.25
9,2,10,NA,1,1,1,1,370,375,6,4,1,1452,1,5,7,952,7,49,2.25
9,2,10,NA,2,2,2,0,371,378,8,4,9,1554,4,6,7,718,7,97,2.25
9,2,10,NA,3,3,1,0,369,370,1,7,7,1286,1,6,6,2004,4,147,2.25
9,2,10,NA,4,4,2,0,374,378,5,6,9,1252,10,6,5,586,5,199,2.25
9,2,10,NA,5,5,1,0,365,374,11,3,5,1285,3,8,4,2470,9,250,2.25
9,2,10,NA,6,6,2,0,376,378,2,3,9,2854,1,5,7,954,4,298,2.25
9,2,10,NA,7,7,1,0,370,377,8,6,6,1519,5,5,6,4188,5,349,2.25
9,2,10,NA,8,8,1,0,367,377,12,5,6,753,4,4,5,986,6,398,2.25
9,2,10,NA,9,9,2,0,375,377,2,8,10,1320,2,2,6,2686,9,448,2.25
9,2,11,NA,0,0,1,0,369,375,7,9,7,1786,3,2,4,1686,6,0,2.25
9,2,11,NA,1,1,1,0,370,376,7,6,5,486,8,5,5,1754,7,48,2.25
9,2,11,NA,2,2,2,1,370,375,6,5,3,919,3,6,5,702,5,99,2.25
9,2,11,NA,3,3,2,0,373,378,6,9,9,919,3,7,6,569,6,148,2.25
9,2,11,NA,4,4,2,0,371,377,7,5,9,1454,8,7,6,1503,7,199,2.25
9,2,11,NA,5,5,1,0,371,377,7,8,6,1020,10,2,6,2420,3,250,2.25
9,2,11,NA,6,6,1,0,370,377,8,9,6,1986,11,3,5,2154,4,299,2.25
9,2,11,NA,7,7,1,0,372,375,4,3,6,1853,4,7,7,1853,7,348,2.25
9,2,11,NA,8,8,2,0,367,379,12,6,9,1053,4,5,7,1253,9,398,2.25
9,2,11,NA,9,9,2,0,372,378,7,5,9,1419,7,3,7,1620,9,450,2.25
9,2,12,NA,0,0,2,0,367,375,10,7,10,1853,1,5,6,670,7,0,2.25
9,2,12,NA,1,1,2,0,371,377,7,4,9,1687,11,2,6,1420,8,51,2.25
9,2,12,NA,2,2,1,0,367,373,7,6,6,1786,2,5,7,1887,3,103,2.25
9,2,12,NA,3,3,1,0,368,374,7,5,6,685,5,5,7,1752,4,152,2.25
9,2,12,NA,4,4,1,1,367,374,8,6,9,1885,9,5,5,1052,5,201,2.25
9,2,12,NA,5,5,1,0,366,375,11,3,6,1786,9,6,7,1120,1,250,2.25
9,2,12,NA,6,6,2,0,370,371,1,6,9,1118,4,5,7,3337,8,300,2.25
9,2,12,NA,7,7,2,0,369,375,7,7,9,1220,7,8,6,1353,1,349,2.25
9,2,12,NA,8,8,2,0,373,377,5,8,9,852,4,5,5,1152,1,401,2.25
9,2,12,NA,9,9,1,0,369,369,0,4,6,1153,6,7,7,1552,3,449,2.25
9,3,13,NA,0,0,1,0,391,400,8,3,6,2721,3,8,6,1369,2,0,2.84
9,3,13,NA,1,1,1,0,390,399,8,3,5,1619,3,7,5,2622,8,49,2.84
9,3,13,NA,2,2,2,0,391,399,7,9,8,3421,11,6,7,1888,3,99,2.84
9,3,13,NA,3,3,1,0,387,398,10,5,3,2886,7,2,3,1085,2,150,2.84
9,3,13,NA,4,4,2,0,391,400,8,9,9,1320,7,7,2,1935,9,198,2.84
9,3,13,NA,5,5,1,0,390,398,7,3,4,1986,8,5,4,753,5,248,2.84
9,3,13,NA,6,6,1,0,389,399,9,3,6,1752,6,4,6,1519,5,299,2.84
9,3,13,NA,7,7,2,1,392,398,5,7,4,1219,4,5,7,1318,7,348,2.84
9,3,13,NA,8,8,2,0,384,394,9,5,9,1386,7,8,7,1603,4,397,2.84
9,3,13,NA,9,9,2,0,387,396,8,9,9,687,7,3,6,1887,9,448,2.84
9,3,14,NA,0,0,1,0,382,392,9,9,7,919,1,8,3,1603,8,0,2.84
9,3,14,NA,1,1,2,0,382,393,10,3,8,2488,10,7,6,717,1,50,2.84
9,3,14,NA,2,2,1,0,386,394,7,5,7,2853,3,2,4,1669,7,100,2.84
9,3,14,NA,3,3,2,0,384,393,8,8,9,719,5,6,3,1653,8,148,2.84
9,3,14,NA,4,4,1,0,386,394,7,7,6,2720,7,4,5,819,8,199,2.84
9,3,14,NA,5,5,2,0,386,393,6,8,9,752,5,2,4,1287,2,248,2.84
9,3,14,NA,6,6,2,0,386,395,8,9,8,1954,2,7,5,1487,7,299,2.84
9,3,14,NA,7,7,1,0,385,392,6,5,6,852,8,3,4,718,4,351,2.84
9,3,14,NA,8,8,2,0,387,394,6,7,8,720,8,4,5,719,2,399,2.84
9,3,14,NA,9,9,1,1,384,393,8,7,10,1302,10,5,3,1418,3,450,2.84
9,3,15,NA,0,0,1,0,383,390,6,4,7,2054,4,2,3,1369,5,0,2.84
9,3,15,NA,1,1,1,0,387,392,5,8,7,685,10,2,4,2020,1,50,2.84
9,3,15,NA,2,2,2,0,385,394,8,4,9,2387,3,8,3,2953,6,99,2.84
9,3,15,NA,3,3,2,0,386,393,6,4,9,1819,3,4,6,1785,1,148,2.84
9,3,15,NA,4,4,2,0,386,394,7,3,9,3089,10,8,5,1520,1,196,2.84
9,3,15,NA,5,5,1,0,385,391,5,7,6,753,3,7,6,2821,1,248,2.84
9,3,15,NA,6,6,2,1,385,393,7,4,1,1152,1,3,1,987,1,299,2.84
9,3,15,NA,7,7,1,0,380,387,6,7,6,853,5,8,6,1719,2,349,2.84
9,3,15,NA,8,8,2,0,386,395,8,9,9,1418,5,7,5,2420,8,399,2.84
9,3,15,NA,9,9,1,0,388,394,5,9,6,1120,8,2,7,3822,2,448,2.84
9,3,16,NA,0,0,2,0,381,387,6,8,9,718,8,6,7,769,9,0,2.84
9,3,16,NA,1,1,1,1,377,384,7,8,3,1619,3,2,4,885,4,49,2.84
9,3,16,NA,2,2,2,0,376,386,9,8,9,720,8,8,7,1235,3,97,2.84
9,3,16,NA,3,3,1,0,377,386,8,9,7,1153,1,8,6,1787,7,147,2.84
9,3,16,NA,4,4,2,0,379,387,7,6,9,1420,5,8,7,2721,1,199,2.84
9,3,16,NA,5,5,1,0,383,387,4,6,6,1853,3,2,7,3154,3,250,2.84
9,3,16,NA,6,6,2,0,379,388,8,8,9,819,8,7,5,1253,7,298,2.84
9,3,16,NA,7,7,1,0,379,385,6,3,7,3954,1,5,5,3121,9,349,2.84
9,3,16,NA,8,8,1,0,377,384,7,4,6,1219,6,8,6,1720,4,398,2.84
9,3,16,NA,9,9,2,0,383,389,6,5,9,1420,6,3,7,2787,3,448,2.84
9,3,17,NA,0,0,1,0,383,392,8,7,5,2186,3,8,5,1619,3,0,2.84
9,3,17,NA,1,1,1,0,385,393,7,5,6,552,6,5,6,1187,4,48,2.84
9,3,17,NA,2,2,2,1,386,395,8,4,6,886,6,3,5,1052,5,99,2.84
9,3,17,NA,3,3,2,0,385,394,8,7,9,1619,6,8,7,787,5,148,2.84
9,3,17,NA,4,4,2,0,388,388,0,9,9,1987,10,3,7,2120,1,199,2.84
9,3,17,NA,5,5,1,0,389,394,5,7,5,2253,1,2,5,3404,1,250,2.84
9,3,17,NA,6,6,1,0,388,391,3,3,7,2720,10,2,6,2087,5,299,2.84
9,3,17,NA,7,7,1,0,387,394,6,6,5,1387,3,3,5,1419,4,348,2.84
9,3,17,NA,8,8,2,0,385,395,9,8,7,619,11,2,4,1654,3,398,2.84
9,3,17,NA,9,9,2,0,385,393,7,5,9,1652,8,3,5,1452,2,450,2.84
9,3,18,NA,0,0,2,0,382,393,10,7,9,1120,6,7,6,1404,7,0,2.84
9,3,18,NA,1,1,2,0,386,395,8,3,9,3122,1,4,7,2654,8,51,2.84
9,3,18,NA,2,2,1,0,387,392,5,8,5,2052,5,8,6,3304,5,103,2.84
9,3,18,NA,3,3,1,0,384,392,7,7,6,586,6,5,6,2419,4,152,2.84
9,3,18,NA,4,4,1,1,386,390,4,8,2,2353,2,8,4,1470,4,201,2.84
9,3,18,NA,5,5,1,0,382,392,9,4,6,1153,11,7,6,1086,7,250,2.84
9,3,18,NA,6,6,2,0,387,395,7,4,8,2186,5,7,7,1987,3,300,2.84
9,3,18,NA,7,7,2,0,388,396,7,8,9,653,9,7,7,2288,6,349,2.84
9,3,18,NA,8,8,2,0,388,395,6,4,8,1819,9,8,7,1552,2,401,2.84
9,3,18,NA,9,9,1,0,389,394,5,7,6,787,2,7,6,818,9,449,2.84
10,1,1,NA,0,0,1,0,399,398,0,7,5,5723,8,2,4,3154,2,0,2.75
10,1,1,NA,1,1,1,0,394,397,3,7,7,4254,11,3,6,2521,8,49,2.75
10,1,1,NA,2,2,2,0,390,399,8,5,7,2187,4,6,0,3939,1,99,2.75
10,1,1,NA,3,3,1,0,389,398,8,7,8,1218,7,4,7,2219,5,150,2.75
10,1,1,NA,4,4,2,0,392,399,6,6,9,1620,8,3,6,2019,8,198,2.75
10,1,1,NA,5,5,1,0,389,397,7,7,4,2521,2,3,10,3555,9,248,2.75
10,1,1,NA,6,6,1,0,397,397,0,5,7,3120,4,4,8,2387,6,299,2.75
10,1,1,NA,7,7,2,1,390,399,8,6,2,2420,2,3,5,1885,5,348,2.75
10,1,1,NA,8,8,2,0,396,397,1,7,10,4856,5,8,9,1352,1,397,2.75
10,1,1,NA,9,9,2,0,391,399,7,8,7,3289,4,6,7,1620,8,448,2.75
10,1,2,NA,0,0,1,0,396,393,0,9,10,1720,2,4,1,3938,7,0,2.75
10,1,2,NA,1,1,2,0,395,397,2,6,-1,-1,1,3,4,5221,5,50,2.75
10,1,2,NA,2,2,1,0,395,394,0,6,8,4588,7,5,6,601,6,100,2.75
10,1,2,NA,3,3,2,0,394,398,4,5,8,2754,5,7,0,3772,5,148,2.75
10,1,2,NA,4,4,1,0,392,398,6,9,6,2019,8,8,10,986,9,199,2.75
10,1,2,NA,5,5,2,0,392,396,4,3,9,3221,8,5,0,3155,7,248,2.75
10,1,2,NA,6,6,2,0,383,398,12,3,0,1020,8,3,0,2554,9,299,2.75
10,1,2,NA,7,7,1,0,393,402,8,3,2,1319,8,4,6,2119,8,351,2.75
10,1,2,NA,8,8,2,0,398,401,3,6,8,853,5,4,10,3854,3,399,2.75
10,1,2,NA,9,9,1,1,397,399,2,7,5,1453,5,6,4,1185,4,450,2.75
10,1,3,NA,0,0,1,0,395,400,5,6,7,2654,9,5,0,2370,5,0,2.75
10,1,3,NA,1,1,1,0,393,398,5,8,9,1318,9,2,5,2153,7,50,2.75
10,1,3,NA,2,2,2,0,390,398,7,3,9,3855,5,8,10,3821,2,99,2.75
10,1,3,NA,3,3,2,0,396,399,3,6,9,5722,11,7,5,1786,3,148,2.75
10,1,3,NA,4,4,2,0,395,398,3,6,9,3021,1,2,0,2287,3,196,2.75
10,1,3,NA,5,5,1,0,395,404,8,4,4,3288,5,2,6,2121,8,248,2.75
10,1,3,NA,6,6,2,1,389,405,12,5,5,4955,5,8,2,2738,2,299,2.75
10,1,3,NA,7,7,1,0,396,403,6,7,8,2488,6,6,0,3887,1,349,2.75
10,1,3,NA,8,8,2,0,401,405,4,4,3,5188,8,7,0,4255,2,399,2.75
10,1,3,NA,9,9,1,0,398,399,1,5,7,1921,11,8,3,2054,1,448,2.75
10,1,4,NA,0,0,2,0,403,399,0,7,0,3621,1,3,1,1203,5,0,2.75
10,1,4,NA,1,1,1,1,393,399,6,9,5,4205,5,6,9,1919,9,49,2.75
10,1,4,NA,2,2,2,0,397,400,3,6,9,1420,10,8,4,3537,7,97,2.75
10,1,4,NA,3,3,1,0,404,403,0,3,4,2054,8,7,0,4122,5,147,2.75
10,1,4,NA,4,4,2,0,392,401,8,8,3,3154,5,5,2,1954,6,199,2.75
10,1,4,NA,5,5,1,0,396,398,2,6,7,2286,4,2,0,1352,8,250,2.75
10,1,4,NA,6,6,2,0,393,402,8,5,-1,-1,9,5,5,-1,4,298,2.75
10,1,4,NA,7,7,1,0,397,388,0,5,-1,-1,1,2,2,-1,4,349,2.75
10,1,4,NA,8,8,1,0,391,392,1,4,-1,-1,5,6,6,-1,8,398,2.75
10,1,4,NA,9,9,2,0,393,395,2,7,-1,-1,7,4,4,-1,9,448,2.75
10,1,5,NA,0,0,1,0,392,395,3,9,8,5488,9,3,6,1969,8,0,2.75
10,1,5,NA,1,1,1,0,391,399,7,8,7,5789,3,3,0,1621,2,48,2.75
10,1,5,NA,2,2,2,1,394,401,6,6,-1,-1,2,8,8,1385,8,99,2.75
10,1,5,NA,3,3,2,0,390,400,9,8,9,2654,1,2,10,3355,6,148,2.75
10,1,5,NA,4,4,2,0,378,391,12,3,9,3589,9,4,0,1720,2,199,2.75
10,1,5,NA,5,5,1,0,392,396,4,7,6,1987,7,4,10,3120,3,250,2.75
10,1,5,NA,6,6,1,0,391,396,5,8,9,5855,5,6,2,2553,6,299,2.75
10,1,5,NA,7,7,1,0,390,394,4,7,8,653,10,7,4,3020,5,348,2.75
10,1,5,NA,8,8,2,0,385,393,8,8,6,2521,1,8,8,-1,1,398,2.75
10,1,5,NA,9,9,2,0,386,385,0,8,-1,-1,9,7,7,-1,6,450,2.75
10,1,6,NA,0,0,2,0,384,392,8,8,10,5290,3,8,1,3505,1,0,2.75
10,1,6,NA,1,1,2,0,387,396,8,4,4,3021,2,4,1,1887,3,51,2.75
10,1,6,NA,2,2,1,0,395,401,6,8,9,1452,4,2,0,4372,6,103,2.75
10,1,6,NA,3,3,1,0,393,394,1,8,6,2320,8,7,8,3904,9,152,2.75
10,1,6,NA,4,4,1,1,392,396,4,4,8,2369,8,8,2,3271,2,201,2.75
10,1,6,NA,5,5,1,0,389,397,7,8,5,5823,8,3,3,3755,2,250,2.75
10,1,6,NA,6,6,2,0,385,392,7,7,10,3621,2,6,6,-1,1,300,2.75
10,1,6,NA,7,7,2,0,385,387,2,7,-1,-1,1,7,7,-1,3,349,2.75
10,1,6,NA,8,8,2,0,393,390,0,4,3,1919,9,2,0,1752,3,401,2.75
10,1,6,NA,9,9,1,0,389,392,3,6,-1,-1,6,2,2,-1,2,449,2.75
10,2,7,NA,0,0,1,0,444,451,8,7,5,2354,8,5,0,2653,6,0,2.06
10,2,7,NA,1,1,1,0,441,450,10,9,7,1919,1,3,5,2788,3,49,2.06
10,2,7,NA,2,2,2,0,439,454,12,9,10,4022,6,7,10,1137,2,99,2.06
10,2,7,NA,3,3,1,0,440,446,7,9,6,2719,3,8,7,2602,5,150,2.06
10,2,7,NA,4,4,2,0,449,452,3,9,9,2588,1,8,10,1752,2,198,2.06
10,2,7,NA,5,5,1,0,445,451,7,6,7,3054,8,7,4,3555,7,248,2.06
10,2,7,NA,6,6,1,0,443,452,10,5,6,918,2,6,4,1853,6,299,2.06
10,2,7,NA,7,7,2,1,442,450,9,4,6,1519,6,2,1,901,1,348,2.06
10,2,7,NA,8,8,2,0,438,451,12,9,8,3922,1,2,3,3788,8,397,2.06
10,2,7,NA,9,9,2,0,438,446,9,8,7,3923,6,5,2,2704,2,448,2.06
10,2,8,NA,0,0,1,0,444,449,5,3,5,4155,10,7,1,3087,9,0,2.06
10,2,8,NA,1,1,2,0,445,452,8,4,-1,-1,1,8,8,-1,9,50,2.06
10,2,8,NA,2,2,1,0,439,450,12,4,6,3086,6,8,0,4154,6,100,2.06
10,2,8,NA,3,3,2,0,441,452,12,6,7,5756,8,6,1,2255,3,148,2.06
10,2,8,NA,4,4,1,0,437,451,12,8,7,3788,4,7,2,4155,3,199,2.06
10,2,8,NA,5,5,2,0,441,451,11,9,10,1453,2,8,2,2654,6,248,2.06
10,2,8,NA,6,6,2,0,440,452,12,4,7,1820,10,5,6,886,4,299,2.06
10,2,8,NA,7,7,1,0,451,455,4,6,9,1719,5,4,0,2152,3,351,2.06
10,2,8,NA,8,8,2,0,447,452,5,3,4,5857,8,3,6,919,5,399,2.06
10,2,8,NA,9,9,1,1,442,453,12,3,1,2620,1,2,1,1636,1,450,2.06
10,2,9,NA,0,0,1,0,440,441,1,4,5,5723,9,4,0,4255,5,0,2.09
10,2,9,NA,1,1,1,0,433,446,12,9,3,4221,5,8,0,4489,8,50,2.09
10,2,9,NA,2,2,2,0,442,447,5,5,10,5589,10,2,0,1418,5,99,2.09
10,2,9,NA,3,3,2,0,442,449,8,9,5,5289,6,2,2,3354,6,148,2.09
10,2,9,NA,4,4,2,0,448,453,5,5,1,5190,6,8,8,-1,2,196,2.09
10,2,9,NA,5,5,1,0,446,448,2,7,-1,-1,11,8,8,-1,8,248,2.09
10,2,9,NA,6,6,2,1,442,451,10,6,-1,-1,7,4,9,1270,9,299,2.09
10,2,9,NA,7,7,1,0,434,449,12,3,8,4556,11,2,5,3653,5,349,2.09
10,2,9,NA,8,8,2,0,439,449,11,5,8,4054,2,6,3,1587,9,399,2.09
10,2,9,NA,9,9,1,0,443,449,6,8,4,2187,5,2,2,-1,4,448,2.09
10,2,10,NA,0,0,2,0,440,445,6,5,7,2986,8,4,0,2053,8,0,2.06
10,2,10,NA,1,1,1,1,446,452,7,4,5,1436,5,6,1,3521,1,49,2.06
10,2,10,NA,2,2,2,0,445,450,5,3,7,3789,4,8,2,5305,1,97,2.06
10,2,10,NA,3,3,1,0,438,447,10,5,2,1254,4,5,0,3155,6,147,2.06
10,2,10,NA,4,4,2,0,443,454,12,5,3,3755,9,7,0,2521,9,199,2.06
